rgn_id,species,type,Family,stock,year,FMSY (relative fishing mortality),sb,sbmsy,score,ref
3,Gindai,bottom,,deep7,1996,1.42,,,0.78,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Gindai,bottom,,deep7,1995,1.74,,,0.8,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Gindai,bottom,,deep7,1994,1.49,,,0.79,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,2013,0.77,,,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,2012,0.77,,,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,2011,1.01,,,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,2010,0.76,,,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,2009,0.92,,,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,2008,0.69,,,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,2007,0.74,,,0.83,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,2006,0.62,,,0.81,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,2005,0.86,,,0.8,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,2004,0.75,,,0.78,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,2003,0.98,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,2002,0.83,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,2001,1.07,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,2000,1.37,,,0.79,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,1999,0.99,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,1998,1.45,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,1997,1.53,,,0.78,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,1996,1.42,,,0.78,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,1995,1.74,,,0.8,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Hapuupuu,bottom,,deep7,1994,1.49,,,0.79,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,2013,0.77,,,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,2012,0.77,,,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,2011,1.01,,,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,2010,0.76,,,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,2009,0.92,,,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,2008,0.69,,,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,2007,0.74,,,0.83,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,2006,0.62,,,0.81,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,2005,0.86,,,0.8,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,2004,0.75,,,0.78,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,2003,0.98,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,2002,0.83,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,2001,1.07,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,2000,1.37,,,0.79,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,1999,0.99,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,1998,1.45,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,1997,1.53,,,0.78,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,1996,1.42,,,0.78,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,1995,1.74,,,0.8,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Lehi,bottom,,deep7,1994,1.49,,,0.79,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
3,Pualu,Reef,,Acanthurus blochii,,2.3,,0.12,0.4,
3,Palani,Reef,,Acanthurus dussmieri,,0.8,,0.36,1.2,
3,Kala,Reef,,Naso brevirostris,,1.9,,0.14,0.47,
3,Opelu kala,Reef,,Naso hexacanthus,,2,,0.13,0.43,
3,Umaumalei,Reef,,Naso lituratus,,1.3,,0.25,0.83,
3,Kala,Reef,,Naso unicornis,,6,,0.03,0.1,
3,Papa ulua,Reef,,Carangoides orthogrammus,,0.7,,0.41,1.37,
3,White ulua,Reef,,Caranx ignobilis,,1.1,,0.28,0.93,
3,Omilu,Reef,,Caranx melampygus,,0.7,,0.4,1.33,
3,Uku,Reef,,Aprion virescens,,0.9,,0.33,1.1,
3,Toau,Reef,,Lutjanus fulvus,,0.9,,0.33,1.1,
3,Taape,Reef,,Luthanus kasmira,,0.3,,0.62,2.07,
3,Weke a'a,Reef,,Mulloidichthys flavolineatus,,0.5,,0.49,1.63,
3,Weke nono,Reef,,Mulloidichthys pflueregi,,0.7,,0.41,1.37,
3,Weke ula,Reef,,Mulloidichthys vanicolensus,,0.4,,0.55,1.83,
3,Moana kale,Reef,,Parupeneus cyclostomus,,1.3,,0.24,0.8,
3,Munu,Reef,,Parupeneus insularis,,0.4,,0.57,1.9,
3,Kumu,Reef,,Parupeneus porphyreus,,1.9,,0.15,0.5,
3,Panuhunuhu,Reef,,Calotomus carolinus,,2.2,,0.13,0.43,
3,Uhu parrot-misc.,Reef,,Chlorurus perspicullatus,,0.5,,0.54,1.8,
3,Panunu,Reef,,Chlorurus spilurus,,1.4,,0.23,0.77,
3,Uhu parrot-misc.,Reef,,Scarus dubius,,0.6,,0.45,1.5,
3,Uhu parrot-misc.,Reef,,Scarus psittacus ,,0.7,,0.41,1.37,
3,Uhu parrot-misc.,Reef,,Scarus rubroviolaceus,,1.2,,0.26,0.87,
3,Roi,Reef,,Cephalophilis argus,,0.1,,0.8,2.67,
3,Mu,Reef,,Monotaxis grandoculis,,0.8,,0.38,1.27,
3,Menpachi,Reef,,Myripristis berndti,,0.4,,0.59,1.97,
4,Tombo,pelagic,Scombridae,Thunnus alalunga,2012,,"110,101",49680,2.22,ISC; http://isc.fra.go.jp/pdf/ISC14/Annex%2011-%20NPALB%20Stock%20Assessment%20Report_revsied%2029Aug14.pdf
4,Tombo,pelagic,Scombridae,Thunnus alalunga,2011,,"110,655",49680,2.23,ISC; http://isc.fra.go.jp/pdf/ISC14/Annex%2011-%20NPALB%20Stock%20Assessment%20Report_revsied%2029Aug14.pdf
4,Tombo,pelagic,Scombridae,Thunnus alalunga,2010,,"109,212",49680,2.2,ISC; http://isc.fra.go.jp/pdf/ISC14/Annex%2011-%20NPALB%20Stock%20Assessment%20Report_revsied%2029Aug14.pdf
4,Tombo,pelagic,Scombridae,Thunnus alalunga,2009,,"105,012",49680,2.11,ISC; http://isc.fra.go.jp/pdf/ISC14/Annex%2011-%20NPALB%20Stock%20Assessment%20Report_revsied%2029Aug14.pdf
4,Tombo,pelagic,Scombridae,Thunnus alalunga,2008,,"98,562",49680,1.98,ISC; http://isc.fra.go.jp/pdf/ISC14/Annex%2011-%20NPALB%20Stock%20Assessment%20Report_revsied%2029Aug14.pdf
4,Yellowfin tuna,pelagic,Scombridae,Thunnus albacares,2012,,,,1.22,SPC
4,Yellowfin tuna,pelagic,Scombridae,Thunnus albacares,2011,,,,1.3,SPC
4,Yellowfin tuna,pelagic,Scombridae,Thunnus albacares,2010,,,,1.33,SPC
4,Yellowfin tuna,pelagic,Scombridae,Thunnus albacares,2009,,,,1.46,SPC
4,Yellowfin tuna,pelagic,Scombridae,Thunnus albacares,2008,,,,1.41,SPC
4,Bigeye tuna,pelagic,Scombridae,Thunnus obesus,2012,,,,0.79,SPC
4,Bigeye tuna,pelagic,Scombridae,Thunnus obesus,2011,,,,0.86,SPC
4,Bigeye tuna,pelagic,Scombridae,Thunnus obesus,2010,,,,0.92,SPC
4,Bigeye tuna,pelagic,Scombridae,Thunnus obesus,2009,,,,0.98,SPC
4,Bigeye tuna,pelagic,Scombridae,Thunnus obesus,2008,,,,1.01,SPC
4,Swordfish,pelagic,Xiphiidae,Xiphias gladius,2012,,,,1.2,2014 stock assessment ISCT for West and Central North Pacific
4,Swordfish,pelagic,Xiphiidae,Xiphias gladius,2011,,,,1.13,2014 stock assessment ISCT for West and Central North Pacific
4,Swordfish,pelagic,Xiphiidae,Xiphias gladius,2010,,,,1.14,2014 stock assessment ISCT for West and Central North Pacific
4,Swordfish,pelagic,Xiphiidae,Xiphias gladius,2009,,,,1.13,2014 stock assessment ISCT for West and Central North Pacific
4,Swordfish,pelagic,Xiphiidae,Xiphias gladius,2008,,,,1.13,2014 stock assessment ISCT for West and Central North Pacific
4,Striped marlin,pelagic,Istiophoridae,Kajikia audax,2013,,1094,2819,0.39,ISC
4,Striped marlin,pelagic,Istiophoridae,Kajikia audax,2012,,1013,2819,0.36,ISC
4,Striped marlin,pelagic,Istiophoridae,Kajikia audax,2011,,873,2819,0.31,ISC
4,Striped marlin,pelagic,Istiophoridae,Kajikia audax,2010,,984,2819,0.35,ISC
4,Striped marlin,pelagic,Istiophoridae,Kajikia audax,2009,,970,2819,0.34,ISC
4,Striped marlin,pelagic,Istiophoridae,Kajikia audax,2008,,1171,2819,0.42,ISC
4,Striped marlin,pelagic,Istiophoridae,Kajikia audax,2007,,1192,2819,0.42,ISC
4,Blue marlin,pelagic,Istiophoridae,Makaira nigricans,2014,0.87,"24,809",,1.25,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
4,Blue marlin,pelagic,Istiophoridae,Makaira nigricans,2013,0.87,"24,771",,1.25,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
4,Blue marlin,pelagic,Istiophoridae,Makaira nigricans,2012,0.83,"23,432",,1.18,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
4,Blue marlin,pelagic,Istiophoridae,Makaira nigricans,2011,0.82,"23,182",,1.17,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
4,Blue marlin,pelagic,Istiophoridae,Makaira nigricans,2010,0.92,"22,392",,1.13,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
4,Blue marlin,pelagic,Istiophoridae,Makaira nigricans,2009,0.88,"23,065",,1.16,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
4,Blue marlin,pelagic,Istiophoridae,Makaira nigricans,2008,0.82,"22,706",,1.14,ICS; http://isc.fra.go.jp/pdf/ISC16/ISC16_Annex_10_Stock%20Assessment%20Update%20for%20Blue%20Marlin%20in%20the%20Pacific%20Ocean%20through%202014%20(ISC%202016).pdf
4,Onaga,bottom,,deep7,2013,0.77,,,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,2012,0.77,,,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,2011,1.01,,,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,2010,0.76,,,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,2009,0.92,,,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,2008,0.69,,,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,2007,0.74,,,0.83,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,2006,0.62,,,0.81,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,2005,0.86,,,0.8,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,2004,0.75,,,0.78,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,2003,0.98,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,2002,0.83,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,2001,1.07,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,2000,1.37,,,0.79,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,1999,0.99,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,1998,1.45,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,1997,1.53,,,0.78,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,1996,1.42,,,0.78,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,1995,1.74,,,0.8,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Onaga,bottom,,deep7,1994,1.49,,,0.79,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,2013,0.77,,,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,2012,0.77,,,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,2011,1.01,,,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,2010,0.76,,,0.84,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,2009,0.92,,,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,2008,0.69,,,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,2007,0.74,,,0.83,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,2006,0.62,,,0.81,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,2005,0.86,,,0.8,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,2004,0.75,,,0.78,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,2003,0.98,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,2002,0.83,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,2001,1.07,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,2000,1.37,,,0.79,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,1999,0.99,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,1998,1.45,,,0.77,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,1997,1.53,,,0.78,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,1996,1.42,,,0.78,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,1995,1.74,,,0.8,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Ehu,bottom,,deep7,1994,1.49,,,0.79,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Kalekale,bottom,,deep7,2013,0.77,,,0.86,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
4,Kalekale,bottom,,deep7,2012,0.77,,,0.85,NOAA Technical Memorandum NMFS-PIFSC-42 Nov 2014 (http://www.cio.noaa.gov/services_programs/prplans/pdfs/ID309_Hawaiian_Bottomfish_Final_Product.pdf)
